channel_id,video_id,video_title,published_date,type
UClPXmDYxQcUYaQ8iMYBGNhg,https://www.youtube.com/watch?v=fh-y3tPyZ_I,Unlock Your Financial Freedom: Personal Finance Masterclass,2023-07-15T23:44:42Z,youtube#video
